book_wikidata_id,title,author,year,n_pages,n_ratings,n_reviews,rating,summary
Q1317723,Bloodline,Sidney Sheldon,1988,434,29366,582,3.82,
Q1317839,Martin Eden,Jack London,1984,448,25334,911,4.44,"The semiautobiographical <em>Martin Eden</em> is the most vital and original character Jack London ever created. Set in San Francisco, this is the story of Martin Eden, an impoverished seaman who pursues, obsessively and aggressively, dreams of education and literary fame. London, dissatisfied with the rewards of his own success, intended Martin Eden as an attack on individualism and a criticism of ambition; however, much of its status as a classic has been conferred by admirers of its ambitious protagonist.<br /><br />Andrew Sinclair's wide-ranging introduction discusses the conflict between London's support of socialism and his powerful self-will. Sinclair also explores the parallels and divergences between the life of Martin Eden and that of his creator, focusing on London's mental depressions and how they affected his depiction of Eden."
Q1319863,Malpertuis,Jean Ray,1993,221,530,35,3.95,"A manuscript stolen from a monastery, the ancient stone house of a sea-trading dynasty, which may be haunted. These are familiar ingredients for a Gothic novel, but something far more strange and disconcerting is taking place within the walls of Malpertuis as the relatives gather for the impending death of Uncle Cassave. The techniques of H. P. Lovecraft, when transplanted into the suffocating Catholic context of a Belgium scarred by the inquisition, produce in Jean Ray's masterpiece a story of monumental intensity from which events of startling ferocity break the surface - without ever lessening the suspense of the tale's approaching apocalyptic denouement."
Q1322449,Jaws,Peter Benchley,1974,160,134623,2492,3.97,"Amity is a quiet town near New York, until the day a woman goes swimming and doesn't return. The next morning, the police find her body washed up on the beach and it appears that she was the victim of a shark attack, but will anyone believe Officer Brody?"
Q1323860,The Last Temptation of Christ,Nikos Kazantzakis,1998,506,11714,463,4.16,
Q1327411,Autour de la Lune,Jules Verne,1970,255,4138,10,3.58,"Cet ouvrage, qui fait suite au célèbre roman De la Terre à la Lune, décrit les aventures des trois hommes : Nichon, Barbicane et Michel Ardan qui sont montés dans un obus tiré par un immense canon pour les envoyer vers la Lune. Ce roman s'est avéré étonnamment prémonitoire par rapport à la conquête de la Lune effectuée par les missions Apollo dans les années 1970."
Q1330429,The Lower Depths,Maxim Gorky,1999,72,2715,34,3.76,
Q1331757,Anne of Avonlea,L.M. Montgomery,1970,277,144682,3512,4.23,"At sixteen, Anne is grown up...almost. Her gray eyes shine like evening stars, but her red hair is still as peppery as her temper. In the years since she arrived at Green Gables as a freckle-faced orphan, she has earned the love of the people of Avonlea <i>and</i> a reputation for getting into scrapes. But when Anne begins her job as the new schoolteacher, the real test of her character begins. Along with teaching the three Rs, she is learning how complicated life can be when she meddles in someone else's romance, finds two new orphans at Green Gables, and wonders about the strange behaviour of the very handsome Gilbert Blythe. As Anne enters womanhood, her adventures touch the heart and the funny bone."
Q1334940,Rebecca,Daphne du Maurier,1962,397,441518,8176,4.23,"""Last night I dreamt I went to Manderley again.""<br /><br />So the second Mrs. Maxim de Winter remembered the chilling events that led her down the turning drive past the beeches, white and naked, to the isolated gray stone manse on the windswept Cornish coast. With a husband she barely knew, the young bride arrived at this immense estate, only to be inexorably drawn into the life of the first Mrs. de Winter, the beautiful Rebecca, dead but never forgotten...her suite of rooms never touched, her clothes ready to be worn, her servant -- the sinister Mrs. Danvers -- still loyal. And as an eerie presentiment of the evil tightened around her heart, the second Mrs. de Winter began her search for the real fate of Rebecca...for the secrets of Manderley."
Q13373598,Gods and Generals,Jeff Shaara,1996,505,32079,53,4.08,"<b>The <i>New York Times</i> bestselling prequel to the Pulitzer Prize–winning classic <i>The Killer Angels</i></b><br />  <br /> In this brilliantly written epic novel, Jeff Shaara traces the lives, passions, and careers of the great military leaders from the first gathering clouds of the Civil War. Here is Thomas “Stonewall” Jackson, a hopelessly by-the-book military instructor and devout Christian who becomes the greatest commander of the Civil War; Winfield Scott Hancock, a captain of quartermasters who quickly establishes himself as one of the finest leaders of the Union army; Joshua Chamberlain, who gives up his promising academic career and goes on to become one of the most heroic soldiers in American history; and Robert E. Lee, never believing until too late that a civil war would ever truly come to pass. Profound in its insights into the minds and hearts of those who fought in the war, <i>Gods and Generals</i> creates a vivid portrait of the soldiers, the battlefields, and the tumultuous times that forever shaped the nation.<br /><br /> BONUS: This edition includes an excerpt from Jeff Shaara's <i>Blaze of Glory.</i>"
Q1339346,Pan Tadeusz,Adam Mickiewicz,1992,598,6951,55,3.35,"An epic tale of country life among the Polish and Lithuanian gentry in 1811-1812, PAN TADEUSZ by Adam Mickiewicz is perhaps Poland's best-known literary work and has been translated into almost every European language. This bilingual edition, with side by side Polish and English, features Kenneth R. Mackenzie's celebrated English translation.<br /><br />The plot has the typical elements of a romantic, historical novel: a feud between two ancient families, a love story crossed by the feud, a mysterious figure who dominates the action, and a number of eccentric subordinate characters humorously depicted.<br /><br />To Poles of all generations, the life, the scenes, and the characters embody the ideals, sentiments and way of life of the whole nation."
Q13393843,The Fan,Peter Abrahams,2002,320,321,27,3.44,
Q1339541,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,1971,498,65064,2607,4.23,"<b>Now a special 30th-anniversary edition in both hardcover and paperback, the classic bestselling history <i>The New York Times</i> called ""Original, remarkable, and finally heartbreaking...Impossible to put down""</b><br /><br /><i>Bury My Heart at Wounded Knee</i> is Dee Brown's eloquent, fully documented account of the systematic destruction of the American Indian during the second half of the nineteenth century. A national bestseller in hardcover for more than a year after its initial publication, it has sold almost four million copies and has been translated into seventeen languages. For this elegant thirtieth-anniversary edition -- published in both hardcover and paperback -- Brown has contributed an incisive new preface.<br /><br />Using council records, autobiographies, and firsthand descriptions, Brown allows the great chiefs and warriors of the Dakota, Ute, Sioux, Cheyenne, and other tribes to tell us in their own words of the battles, massacres, and broken treaties that finally left them demoralized and defeated. A unique and disturbing narrative told with force and clarity, <i>Bury My Heart at Wounded Knee </i>changed forever our vision of how the West was really won.<br />"
Q13404098,Memoirs of an Invisible Man,H.F. Saint,1987,396,1579,134,4.11,
Q13419109,The Clansman,Thomas Dixon Jr.,1970,329,254,40,2.64,"1905. The Clansman is the second book of a series of historical novels planned on the Race Conflict. The Leopard's Spots was the statement in historical outline of the conditions from the enfranchisement of the Negro to his disenfranchisement. The Clansman develops the true story of the Ku Klux Klan Conspiracy, which overturned the Reconstruction regime...I have sought to preserve in this romance both the letter and the spirit of this remarkable period. The men who enact the drama of fierce revenge into which I have woven a double love-story are historical figures. I have merely changed their names without taking a liberty with any essential historic fact. See other titles by this author available from Kessinger Publishing."
Q13424700,The Sorrows of Satan,Marie Corelli,1999,432,934,2,4.03,"The Sorrows of Satan (1895) was one of the first modern bestsellers and was influential in establishing some of the major trends in twentieth-century bestselling fiction. The story takes place in London in 1895, and the Devil is on the loose. Britain is all but totally corrupt. Everything and everyone is up for sale, and it takes a special kind of moral courage to resist the Devil's seductions."
Q1344207,Ring,Kōji Suzuki,2002,286,14343,767,3.82,"A mysterious videotape warns that the viewer will die in one week unless a certain, unspecified act is performed. Exactly one week after watching the tape, four teenagers die one after another of heart failure. <br /><br />Asakawa, a hardworking journalist, is intrigued by his niece's inexplicable death. His investigation leads him from a metropolitan tokyo teeming with modern society's fears to a rural Japan--a mountain resort, a volcanic island, and a countryside clinic--haunted by the past. His attempt to solve the tape's mystery before it's too late--for everyone--assumes an increasingly deadly urgency. Ring is a chillingly told horror story, a masterfully suspenseful mystery, and post-modern trip. <br /><br />The success of Koji Suzuki's novel the Ring has lead to manga, television and film adaptations in Japan, Korea, and the U.S."
Q1345004,The Heart Of A Dog,Mikhail Bulgakov,1989,128,39931,45,4.1,"A world-famous Moscow professor, rich, successful, and violently envied by his neighbors, befriends a stray dog and resolves to achieve a daring scientific ""first"" by transplanting into it the testicles and pituitary gland of a dead man. But the results are wholly unexpected . . . a distinctly and worryingly human animal is on the loose, and the professor's hitherto respectable life becomes a nightmare beyond endurance.<br />As in <i>The Master and Margarita</i>, the masterpiece he completed shortly before his death, Mikhail Bulgakov's early novel, written in 1925, combines outrageously grotesque ideas with a narrative of deadpan naturalism. <i>The Heart of a Dog</i> can be read as an absurd and wonderfully comic story; it can also be read as a fierce parable of the Russian Revolution."
Q1345110,Entre les murs,François Bégaudeau,2007,290,695,42,3.06,
Q13468119,Brewster's Millions,George Barr McCutcheon,1999,335,682,58,3.63,"With the passing of his beloved grandfather, Monty Brewster inherits a long-anticipated million dollars. But he suddenly discovers that he can inherit seven times as much from his eccentric uncle if he spends every cent of his grandfather's money within a year. The carefree prospect of running through a fortune in order to receive an even greater windfall turns into a comic burden because of his uncle's stipulations: Monty must spend responsibly, showing good business sense, limiting his charitable contributions, and maintaining utter secrecy about the second inheritance.<br />Can Monty run through the million according to his uncle's terms? His friends are aghast at his madcap extravagance — the gambling, the risky investments, the lavish parties — and Monty's romance with a banker's daughter is imperiled by his seemingly reckless spending. This sprightly comedy, originally published in 1902, offers an atmospheric picture of New York City at the turn of the twentieth century and its intriguing premise has served as the source of ten movie adaptations."
Q1347946,Equus,Peter Shaffer,1973,109,18245,450,3.94,"<i>Librarian's note: There is an Alternate Cover Edition for this edition of this book <a href=""https://www.goodreads.com/book/show/34533523.here"" title=""here"" rel=""nofollow"">here</a>.</i><br /><p>An explosive play that took critics and audiences by storm, <i>Equus</i> is Peter Shaffer's exploration of the way modern society has destroyed our ability to feel passion. Alan Strang is a disturbed youth whose dangerous obsession with horses leads him to commit an unspeakable act of violence. As psychiatrist Martin Dysart struggles to understand the motivation for Alan's brutality, he is increasingly drawn into Alan's web and eventually forced to question his own sanity. <i>Equus</i> is a timeless classic and a cornerstone of contemporary drama that delves into the darkest recesses of human existence.<br /></p>"
Q13479598,Cimarron,Edna Ferber,1987,394,651,57,3.76,
Q1352419,Anne of the Island,L.M. Montgomery,1983,272,133068,2752,4.24,"""How horrible it is that people have to grow up!"" Wishing couldn't keep Anne of Green Gables from growing up. Anne's whole world was changing. Her childhood friends were beginning to get married, and Anne herself was leaving the island for four years of college. Now handsome Gilbert Blythe wants to win Anne's heart, and suddenly Anne must decide if she's ready for love...and for following her dreams if they mean leaving Green Gables behind forever."
Q1354668,Inside the Third Reich,Albert Speer,1970,672,11724,273,4.1,"Альберт Шпеер - личный архитектор Гитлера, в конце Второй мировой войны - министр вооружений и военной промышленности. Единственный обвиняемый на Нюрнбергском процессе, кто полностью признал свою вину за преступления Третьего рейха. Был приговорен к двадцати годам тюремного заключения и провел их в тюрьме Шпандау. В тюрьме написал две книги: ""Воспоминания"" и ""Секретные дневники Шпандау"". Обе стали бестселлерами. <br />Пожалуй, ни в одной книге так подробно и увлекательно не описаны взлет и падение Трьетьего рейха, ближайшее окружение Гитлера и он сам, как в ""Воспоминаниях"" Альберта Шпеера. Заново переживая свою жизнь на службе у Гитлера, Шпеер мучительно пытается понять: как он, выходец из аристократической семьи, талантливый архитектор, выдающийся руководитель, порядочный в обыденной жизни человек, - стал слугой дьявола."
Q135515,The Sound and the Fury,William Faulkner,1966,384,156353,127,3.86,"The Sound and the Fury is the tragedy of the Compson family, featuring some of the most memorable characters in literature: beautiful, rebellious Caddy; the manchild Benjy; haunted, neurotic Quentin; Jason, the brutal cynic; and Dilsey, their black servant. Their lives fragmented and harrowed by history and legacy, the character’s voices and actions mesh to create what is arguably Faulkner’s masterpiece and one of the greatest novels of the twentieth century."
Q13580868,Wonder Boys,Michael Chabon,1995,368,33108,151,3.93,"Grady Tripp is a pot-bellied, pot-smoking, over-sexed, aging novelist, struggling to finish the long-awaited follow-up to his award-winning novel. He teaches creative writing at a Pittsburgh college while battling with his 2000-page masterpiece, Wonder Boys.<br /><br />But a visit from his rumbustious, bizarre editor, Terry Crabtree, initiates a chaotic weekend, an odyssey, on which they are joined by Grady's brilliant student, his pregnant mistress and a beautiful student lodger, and which involves a tuba, a dead dog, Marilyn Monroe's jacket and a squashed boa constrictor. <br /><br />The result is a hilarious, poignant search for past promise, future fame and a purpose to Grady's life."
Q13581152,Lemonade Mouth,Mark Peter Hughes,2007,352,2016,248,3.88,
Q13637367,"I Hope They Serve Beer in Hell (Tucker Max, #1)",Tucker Max,2006,288,53911,4143,3.51,"Tucker Max drinks to excess at inappropriate times, disregards social norms, indulges every whim, takes no responsibility for his actions, rebels against any authority, mocks idiots and posers, sleeps with more women than is safe or reasonable and generally just acts like an asshole. <b>I Hope They Serve Beer In Hell</b> contains everything the modern-day bounder that is Tucker Max has written since he started sharing his depraved reality with an audience of millions."
Q1366540,Le chien jaune,Georges Simenon,1976,138,3064,25,3.67,"Le commissaire Maigret est appelé à Concarneau un vendredi soir pour enquêter sur la tentative d'assassinat de Mostaguen, principal négociant en vin du pays. Le lendemain, au moment de l'apéritif, avec quelques notables de la ville, dont Jean Servières, on tente de l'empoisonner en mettant de la strychnine dans son Pernod. Le dimanche, la voiture de Servières est retrouvée vide et maculée de sang. Trois drames en trois jours avec chaque fois sur les lieux un mystérieux chien, d'une couleur jaune sale. Au désespoir de son fougueux collègue fraîchement issu de l'école de Police, Maigret applique ses propres techniques d'investigation pas forcément à la pointe du progrès, mais diablement efficaces ... <br /><br />Simenon, l'un des auteurs les plus féconds de sa période, a imposé Maigret et sa faculté de comprendre l'autre jusqu'à en assumer son comportement. Dans 'Le Chien jaune' il résout son enquête en s'intégrant à un groupe familier d'un bar de Concarneau, dévoilant à ainsi les zones d'ombres qui règne dans la ville. <br /> - Christophe Dupuis"
Q13709586,Twelve Angry Men,Reginald Rose,1983,73,22858,1038,4.09,"<b>A landmark American drama that inspired a classic film and a Broadway revival—featuring an introduction by David Mamet<br /></b><br />A blistering character study and an examination of the American melting pot and the judicial system that keeps it in check, <i>Twelve Angry Men</i> holds at its core a deeply patriotic faith in the U.S. legal system. The play centers on Juror Eight, who is at first the sole holdout in an 11-1 guilty vote. Eight sets his sights not on proving the other jurors wrong but rather on getting them to look at the situation in a clear-eyed way not affected by their personal prejudices or biases. Reginald Rose deliberately and carefully peels away the layers of artifice from the men and allows a fuller picture to form of them—and of America, at its best and worst.<br />  <br /> After the critically acclaimed teleplay aired in 1954, this landmark American drama went on to become a cinematic masterpiece in 1957 starring Henry Fonda, for which Rose wrote the adaptation. More recently, <i>Twelve Angry Men </i>had a successful, and award-winning, run on Broadway.<br /><br />For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators."
Q137308,Blueberry: Arizona Love (En Espanol): Blueberry: Arizona Love,Jean-Michel Charlier,1990,48,178,2,4.21,This English translation by Marvel's Epic imprint collects the Blueberry stories 'The Last Card' and 'The End of the Trail'. It follows the further adventures of aging cowboy Mike Blueberry.
Q1373644,Eugénie Grandet,Honoré de Balzac,1972,248,17462,342,3.8,"By the French author, who, along with Flaubert, is generally regarded as a founding-father of realism in European fiction. His large output of works, collectively entitled The Human Comedy (La Comedie Humaine), consists of 95 finished works (stories, novels and essays) and 48 unfinished works. His stories are an attempt to comprehend and depict the realities of life in contemporary bourgeois France. They are placed in a variety of settings, with characters reappearing in multiple stories."
Q1373745,Hoot,Carl Hiaasen,2002,292,96689,3726,3.82,"Unfortunately, Roy’s first acquaintance in Florida is Dana Matherson, a well-known bully. Then again, if Dana hadn’t been sinking his thumbs into Roy’s temples and mashing his face against the school-bus window, Roy might never have spotted the running boy. And the running boy is intriguing: he was running away from the school bus, carried no books, and–here’s the odd part–wore no shoes. Sensing a mystery, Roy sets himself on the boy’s trail. The chase introduces him to potty-trained alligators, a fake-fart champion, some burrowing owls, a renegade eco-avenger, and several extremely poisonous snakes with unnaturally sparkling tails.<br />Roy has most definitely arrived in Carl Hiaasen’s Florida."
Q1376060,Snow Country,Yasunari Kawabata,1960,175,19386,17,3.67,"Nobel Prize-winner Yasunari Kawabata's <i>Snow Country</i> is widely considered to be the writer's masterpiece, a powerful tale of wasted love set amid the desolate beauty of western Japan.<br /><br />At an isolated mountain hot spring, with snow blanketing every surface, Shimamura, a wealthy dilettante meets Komako, a lowly geisha. She gives herself to him fully and without remorse, despite knowing that their passion cannot last and that the affair can have only one outcome. In chronicling the course of this doomed romance, Kawabata has created a story for the ages, a stunning novel dense in implication and exalting in its sadness."
Q137629,"Tomorrow, When the War Began (Tomorrow, #1)",John Marsden,1995,286,47903,2342,4.06,"<i>Librarian's Note: this is an alternate cover edition - ISBN: 9780330274869</i><br /><br />Somewhere out there Ellie and her friends are hiding. They're shocked, they're frightened, they're alone. Their world has changed, with the speed of a slamming door.<br /><br />They've got no weapons - except courage.<br />They've got no help - except themselves.<br />They've got nothing - except friendship.<br /><br />How strong can you be, when the world is full of people trying to kill you?<br /><br /><i>Tomorrow, When the War Began</i> is the first of an enormously popular series that has been translated and published all over the world. It is the book that started the series that became the legend..."
Q137869,"Germinal (Les Rougon-Macquart, #13)",Émile Zola,1954,478,28789,771,4.14,"The thirteenth novel in Émile Zola’s great Rougon-Macquart sequence, Germinal expresses outrage at the exploitation of the many by the few, but also shows humanity’s capacity for compassion and hope.<br /><br />Etienne Lantier, an unemployed railway worker, is a clever but uneducated young man with a dangerous temper. Forced to take a back-breaking job at Le Voreux mine when he cannot get other work, he discovers that his fellow miners are ill, hungry, and in debt, unable to feed and clothe their families. When conditions in the mining community deteriorate even further, Lantier finds himself leading a strike that could mean starvation or salvation for all.<br /><br />•New translation<br />• Includes introduction, suggestions for further reading, filmography, chronology, explanatory notes, and glossary"
Q13802568,The Story of Mankind,Hendrik Willem van Loon,1985,621,2283,255,3.34,"First published in 1921, <em>The Story of Mankind</em> has charmed generations of readers of all ages with its warmth, simplicity, and wisdom. Beginning with the origins of human life and sweeping forward to illuminate all of history, Hendrik van Loon's incomparable prose enlivens the characters and events of every age. His unique ability to convey history as a fascinating tale of adventure has endeared the book to countless readers and has accorded it a unique place in publishing history. This new version, which retains van Loon's original illustrations, has been brought up to date by John Merriman, professor of history at Yale University. It incorporates the most important developments of the last two decades-including space exploration, the emergence of the developing countries, the Cold War, the Internet, and the astounding advances we have witnessed in medicine and science - and looks forward into the prospect of the twenty-first century."
Q1382412,The Girl Next Door,Jack Ketchum,2002,309,25500,1802,3.9450000000000003,"Suburbia in the 1950s, a dark side emerging in the Chandler house for teenage Meg and her crippled little sister Susan - captive to an Aunt, who is rapidly descending into madness. ""The Girl Next Door is alive.... in a way most works of poplular fiction never attain; it does not just promise terror but actually delievers it. But it's a page-turner, all right; no doubt about that."" - Stephen King"
Q1384109,Exodus,Leon Uris,1960,608,89525,1527,4.34,"<i>Exodus</i> is an international publishing phenomenon--the towering novel of the twentieth century's most dramatic geopolitical event. Leon Uris magnificently portrays the birth of a new nation in the midst of enemies--the beginning of an earthshaking struggle for power. Here is the tale that swept the world with its fury: the story of an American nurse, an Israeli freedom fighter caught up in a glorious, heartbreaking, triumphant era."
Q1388516,Twenty-Four Hours in the Life of a Woman,Stefan Zweig,2003,100,14640,26,3.92,
Q13911,A Prayer for Owen Meany,John Irving,1989,648,284232,125,4.23,"""I am doomed to remember a boy with a wrecked voice - not because of his voice, or because he was the smallest person I ever knew, or even because he was the instrument of my mother's death, but because he is the reason I believe in God; I am a Christian because of Owen Meany."" So begins John Irving's new novel.<br /><br />In the summer of 1953, two eleven-year-old boys - best friends - are playing in a Little League baseball game in Gravesend, New Hampshire; one of the boys hits a foul ball that kills his best friend's mother. The boy who hit the ball doesn't believe in accidents; Owen Meany believes he is God's instrument. What happens to Owen - after that 1953 foul ball - is extraordinary and terrifying.<br />(front flap)"
Q13912,Where the Wild Things Are,Maurice Sendak,1988,48,790136,486,4.22,"Max, a wild and naughty boy, is sent to bed without his supper by his exhausted mother. In his room, he imagines sailing far away to a land of Wild Things. Instead of eating him, the Wild Things make Max their king."
Q13931921,A Tree Grows in Brooklyn,Betty  Smith,1968,494,383925,16309,4.26,"For use in schools and libraries only. The American classic about a young girl's coming-of-age at the turn of the century. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more."
Q1393977,Revolutionary Road,Richard Yates,1971,338,77680,5118,3.91,"""A deft, ironic, beautiful novel that deserves to be a classic."" —William Styron<br /><br />From the moment of its publication in 1961, <b>Revolutionary Road</b> was hailed as a masterpiece of realistic fiction and as the most evocative portrayal of the opulent desolation of the American suburbs. It's the story of Frank and April Wheeler, a bright, beautiful, and talented couple who have lived on the assumption that greatness is only just around the corner. With heartbreaking compassion and remorseless clarity, Richard Yates shows how Frank and April mortgage their spiritual birthright, betraying not only each other, but their best selves.<br /><br />In his introduction to this edition, novelist Richard Ford pays homage to the lasting influence and enduring power of <b>Revolutionary Road</b>."
Q1394009,My Family and Other Animals,Gerald Durrell,2000,294,39851,2200,4.245,"<i>'What we all need,' said Larry, 'is sunshine...a country where we can grow.</i>'<br /><br /><i>'Yes, dear, that would be nice,'</i> agreed Mother, not really listening.<br /><br /><i>'I had a letter from George this morning - he says Corfu's wonderful. Why don't we pack up and go to Greece?'</i><br /><br /><i>'Very well, dear, if you like,'</i> said Mother unguardedly.<br /><br />Escaping the ills of the British climate, the Durrell family - acne-ridden Margo, gun-toting Leslie, bookworm Lawrence and budding naturalist Gerry, along with their long suffering mother and Roger the dog - take off for the island of Corfu.<br /><br />But the Durrells find that, reluctantly, they must share their various villas with a menagerie of local fauna - among them scorpions, geckos, toads, bats and butterflies."
Q1395765,Fanny Hill,John Cleland,1985,224,10823,37,3.32,"First published in London in 1749, this timeless, passionate tale bacame an immediate international sensation, as well as an instant erotic classic. Fanny Hill traces a young woman's sexual history with insightful detail, but in the process also paints a fascinating portrait of 18th century English society. Reprint."
Q1396889,Animal Farm,George Orwell,1956,122,2712036,29856,3.94,"This remarkable book has been described in many ways—as a masterpiece...a fairy story...a brilliant satire...a frightening view of the future.<br /><br />A devastating attack on the pig-headed, gluttonous and avaricious rulers in an imaginary totalitarian state, it illuminates the range of human experience from love to hate, from comedy to tragedy.<br /><br />With an Introduction by C.M. Woodhouse"
Q140016,"Jar City (Inspector Erlendur, #3)",Arnaldur Indriðason,2005,275,21933,1189,3.8,"""A fascinating window on an unfamiliar world as well as an original and<br />puzzling mystery."" <br />--Val McDermid<br /><br />A man is found murdered in his Reykjavik flat. There are no obvious clues apart from a cryptic note left on the body and a photograph of a young girl's grave. Detective Erlendur is forced to use all the forensic resources available to find any leads at all. Delving into the dead man's life he discovers that forty years ago he was accused of an appalling crime. Did his past come back to haunt him? Erlendur's search leads him to Iceland's Genetic Research Centre in order to find the disturbing answers to the mystery. This prize-winning international bestseller is the first in a new series of crime novels set in Iceland."
Q1400274,Last Exit to Brooklyn,Hubert Selby Jr.,1978,290,24154,68,3.93,"Hubert Selbys Zyklus von sechs Prosastücken ist eine Beschreibung menschlicher Höllen und ein Plädoyer zugleich. Mit reporterhafter Genauigkeit fixiert Selby Sprache - seine Gestalten sind Negativhelden einer kranken Gesellschaft. Gewalt, Schmutz und verbrechen, Räusche statt Träume, Gift statt Hoffnung, roher Sex statt Liebe regieren diese steingraue Welt. Das Buch - oberflächlich betrachtet ein Katarakt des Unrats, ein Wort-Stalaktit aus Brutalität, Mord und Perversion - ist ein moderner Klagegesang vom Menschenmüll, aufgefressen und ausgespien von dem Riesenkraken New York."
Q140036,The Invention of Hugo Cabret,Brian Selznick,2007,3,158997,20,4.23,"Caldecott Honor artist Brian Selznick's lavishly illustrated debut novel is a cinematic tour de force not to be missed!<br /><br />ORPHAN, CLOCK KEEPER, AND THIEF, Hugo lives in the walls of a busy Paris train station, where his survival depends on secrets and anonymity. But when his world suddenly interlocks with an eccentric, bookish girl and a bitter old man who runs a toy booth in the station, Hugo's undercover life, and his most precious secret, are put in jeopardy. A cryptic drawing, a treasured notebook, a stolen key, a mechanical man, and a hidden message from Hugo's dead father form the backbone of this intricate, tender, and spellbinding mystery."
Q1401130,The Bonfire of the Vanities,Tom Wolfe,1987,685,67971,89,3.86,
Q140527,The Three Musketeers,Alexandre Dumas,1953,472,274919,3836,4.07,"Alexandre Dumas’s most famous tale— and possibly the most famous historical novel of all time— in a handsome hardcover volume.<br /><br />This swashbuckling epic of chivalry, honor, and derring-do, set in France during the 1620s, is richly populated with romantic heroes, unattainable heroines, kings, queens, cavaliers, and criminals in a whirl of adventure, espionage, conspiracy, murder, vengeance, love, scandal, and suspense. Dumas transforms minor historical figures into larger- than-life characters: the Comte d’Artagnan, an impetuous young man in pursuit of glory; the beguilingly evil seductress “Milady”; the powerful and devious Cardinal Richelieu; the weak King Louis XIII and his unhappy queen—and, of course, the three musketeers themselves, Athos, Porthos, and Aramis, whose motto “all for one, one for all” has come to epitomize devoted friendship. With a plot that delivers stolen diamonds, masked balls, purloined letters, and, of course, great bouts of swordplay, <i>The Three Musketeers </i>is eternally entertaining."
Q1406618,The Most Dangerous Game,Richard Connell,1989,48,41849,67,3.93,<i>The Most Dangerous Game</i> features a big-game hunter from New York who becomes shipwrecked on an isolated island in the Caribbean and is hunted by a Russian aristocrat.
Q140793,Paycheck,Philip K. Dick,2004,401,1669,2,3.97,"Ingénieur de réputation mondiale, Michael Jennings travaille sur des projets top secrets commandités par des sociétés de haute technologie. À l'issue de chaque mission, sa mémoire à court terme est effacée pour l'empêcher de divulger la moindre information confidentielle. Puis un chèque susbstantiel lui est remis. Mais cette fois, l'enveloppe ne contient pas d'argent, juste quelques objets hétéroclites et sans valeur ; et à en croire Rethrick, son dernier employeur, Jennings aurait lui-même renoncé par avance à ses honoraires habituels. Harcelé par un ennemi sans visage, Jennings n'a que quelques heures pour recomposer le puzzle de sa vie et découvrir ce qui se cache derrière les murs de Rethrick Corporation..."
Q1410208,Katzelmacher,Rainer Werner Fassbinder,1992,112,18,0,3.39,
Q1411186,Snow Falling on Cedars,David Guterson,1995,378,166289,4219,3.84,"Gripping, tragic, and densely atmospheric—a masterpiece of suspense San Piedro Island, north of Puget Sound, is a place so isolated that no one who lives there can afford to make enemies. But in 1954 a local fisherman is found suspiciously drowned, and a Japanese American named Kabuo Miyamoto is charged with his murder. In the course of the ensuing trial, it becomes clear that what is at stake is more than a man's guilt. For on San Pedro, memories of a charmed love affair between a white boy and the Japanese girl who grew up to become Kabuo's wife; memories of land desired, paid for, and lost. Above all, San Piedro is haunted by the memory of what happened to its Japanese residents during World War II, when an entire community was sent into exile while its neighbors watched."
Q1411928,Needful Things,Stephen King,1991,744,207664,271,3.92,"A wonderful new store has opened in the little town of Castle Rock, Maine. Whatever your heart's secret desire - sexual pleasure, wealth, power, or even more precious things - it's for sale. And even though every item has a nerve-shattering price, the owner is always ready to make a bargain."
Q1419294,First Blood,David Morrell,1974,252,6796,409,3.99,"First came the man: a young wanderer in a fatigue coat and long hair. Then came the legend, as John Rambo sprang from the pages of FIRST BLOOD to take his place in the American cultural landscape. This remarkable novel pits a young Vietnam veteran against a small-town cop who doesn't know whom he's dealing with -- or how far Rambo will take him into a life-and-death struggle through the woods, hills, and caves of rural Kentucky.<br /><br />Millions saw the Rambo movies, but those who haven't read the book that started it all are in for a surprise -- a critically acclaimed story of character, action, and compassion."
